,date_CSCO,open_CSCO,close_CSCO,volume_CSCO,high_CSCO,low_CSCO,last_CSCO,date_MRK,open_MRK,close_MRK,volume_MRK,high_MRK,low_MRK,last_MRK,date_MSFT,open_MSFT,close_MSFT,volume_MSFT,high_MSFT,low_MSFT,last_MSFT
15,2018-07-03,42.53363656418576,42.786216318928695,357286.7428338605,42.809150186724935,42.15222695218385,,2018-07-03,60.29680367737934,60.250924639527184,156078.45841869112,60.31259138955509,59.74413472257768,,2018-07-03,98.20002248729902,99.99231966675958,225080.75460930137,100.12554857841967,98.12695118687881,
16,2018-07-05,42.53363656418576,42.661285768396105,,,,,2018-07-05,60.72002690027098,60.838884079963506,,,,,2018-07-05,98.90073697996962,99.86734176763586,,,,
17,2018-07-06,42.53363656418576,42.536355217863516,296804.41006028495,42.619240247377064,41.912496975009965,,2018-07-06,61.143250123162616,61.42684352039982,155600.41348420954,61.706870465360986,60.91070173631734,,2018-07-06,99.60145147264024,99.74236386851214,218326.43372038926,99.98545747277092,99.15828424747687,
18,2018-07-09,42.36373989233129,42.68626959095592,331853.43210739567,42.85912508182276,42.262103032956105,,2018-07-09,61.54157762817325,61.98490719077743,139677.45756895407,62.25462523455352,61.608646518292936,,2018-07-09,99.99184851065459,101.14211786430694,221285.4037981072,101.49644883728826,99.79911270531018,
19,2018-07-10,42.72351749170861,42.64629089976681,380205.55324053124,42.75917147878702,42.312045666840206,,2018-07-10,62.198815025626715,61.805528586447295,142643.41582742287,62.433890938476395,61.81803075009947,,2018-07-10,101.7536451675742,101.83199068039887,209520.85169284145,102.3169857279706,101.38116130277021,
20,2018-07-11,42.84344208738967,42.83618777662616,331301.38871471124,43.019047033839854,42.661647914407624,,2018-07-11,62.12911020042826,62.08455842964715,184202.76779011526,62.37413703099223,61.927707445603986,,2018-07-11,102.10400050461612,102.10194721421165,221958.41993164725,102.577158196058,101.99195212027973,
21,2018-07-12,42.53363656418576,42.54634798437188,290299.4714479706,42.73918075817986,42.391953118979025,,2018-07-12,61.880153021618206,61.68594152223458,99002.24103914105,61.94589405823841,61.40923543175816,,2018-07-12,101.25313536117903,101.96197257743673,226002.26900753312,102.40704102400508,101.23096546187351,
22,2018-07-13,42.7335096195428,43.555788967718776,294851.78179892036,43.608759946810416,42.701603545666394,,2018-07-13,62.17890163619027,62.44331563830742,137736.14290598765,62.583275707186814,61.95761890928074,,2018-07-13,102.87478224610832,104.17158091857864,279973.5610977279,104.47840444551007,102.86308188605837,
23,2018-07-16,43.49304095430253,41.75678598998724,832673.0951501686,43.758684632103886,40.89365124018371,,2018-07-16,62.00960995838234,62.672517870083475,125975.13228713877,62.78246070742787,62.06729560478525,,2018-07-16,104.47641973631174,105.41135954203318,283416.8727006088,105.66917884352436,104.2248366294958,
24,2018-07-17,42.0239503609565,42.47638718107986,400812.98908614035,42.91909343080411,41.952452606268736,,2018-07-17,62.666851336921255,62.37355618551851,77332.4293345172,62.692829846201626,62.147060836613015,,2018-07-17,105.50746871553804,104.89145483801857,250648.46495424816,105.88932419079886,104.65539396578485,
25,2018-07-18,42.18385109264262,42.31647622890126,347089.5021232948,42.48930246985065,42.0922935052957,,2018-07-18,62.26852383191062,62.31376464540109,86523.30466640109,62.55339875344473,62.27667983659178,,2018-07-18,104.71666230497283,105.9312642460478,297987.38437801844,106.56976997583247,104.45513793744111,
26,2018-07-19,42.213835100813505,42.18654738882557,333584.91538949497,42.44932484147645,42.10228431829976,,2018-07-19,62.33822865710907,62.72234548150728,108652.31025692562,62.72270679994371,62.18694544556152,,2018-07-19,106.04802022290565,105.10141679318096,339314.0263421643,106.11947822687475,104.85565763340638,
27,2018-07-20,42.773485755547874,42.37644426568492,401317.5272610567,42.989059046509084,42.17220476781324,,2018-07-20,62.47764626967688,62.29383280403599,124774.01148575399,62.682868207307344,62.06729560478525,,2018-07-20,105.0369882755788,104.38154287374103,462156.15230969415,105.37898794342549,104.02458060115207,
28,2018-07-23,42.23381935648188,41.98665774545786,339614.8018241283,42.3493712384407,41.81261170724177,,2018-07-23,61.80048752061608,62.303800716707485,117793.48291085115,62.284502188295605,61.827999909301965,,2018-07-23,108.19020158330312,106.2512073626827,644300.7785089992,108.27088062122014,106.21742001612162,
29,2018-07-24,41.89402982510709,42.036633015733166,256470.84206421272,42.09949295011148,41.39308519978215,,2018-07-24,62.308354591868955,62.473211408366126,118802.69251688229,62.52352179970265,62.32653360474279,,2018-07-24,106.40838789448406,107.95091136759268,341765.6457961367,108.21084375719715,106.26748020356865,
30,2018-07-25,42.19384703281097,42.366447686598725,286569.4927976962,42.85912508182276,42.02237305578222,,2018-07-25,62.63697727168114,63.20068577040237,162368.47946040556,63.18082672643961,62.63562537285134,,2018-07-25,108.68069905516181,107.64096861874044,302760.62187897164,108.89128954223077,107.39894891761638,
31,2018-07-26,42.33375969649456,43.13602033538881,338405.8759374781,43.1989597064641,42.24212521732672,,2018-07-26,63.16476171345592,64.26698549973378,180231.03333429006,64.30620923709638,63.17403969117141,,2018-07-26,108.07007648038581,110.81040630978707,353213.82279589213,111.22281779743045,107.73938569365629,
32,2018-07-27,43.553005158310135,43.50581369744347,385262.40176639735,43.808663340041804,43.17107268701012,,2018-07-27,64.33982685796593,63.78864521083869,190917.7140292433,64.93363721009126,63.80218840052174,,2018-07-27,110.85290978199522,109.60062116163492,360921.8708210516,111.07271800298032,109.64184852003297,
33,2018-07-30,43.23319988260372,42.54634798437188,361218.20913190994,43.59876268008679,42.371975303349636,,2018-07-30,62.188858330908495,63.27044522319128,144127.25330882595,63.75845844937423,62.19691460476402,,2018-07-30,110.29234124272816,107.66096172626017,425729.29788870557,110.25218111229798,106.27749529676917,
34,2018-07-31,42.43369622417308,42.14656869763646,250637.52894448186,42.58925607288639,42.03236386878627,,2018-07-31,63.52325447742276,64.58587902566384,165606.87052243354,64.63486369120005,63.343539314029435,,2018-07-31,107.2992947388936,105.3513725914284,398843.16619497776,107.60044352498792,104.89571036693069,
35,2018-08-01,42.213835100813505,42.266504771203785,342370.10445467796,42.59924952676992,41.8725413437512,,2018-08-01,64.62861479673433,65.64221482630164,264612.5286206842,65.84987706308307,64.68957909589888,,2018-08-01,106.59857642763622,106.06124614308565,318160.6115602827,106.78991532310697,105.51650863836295,
36,2018-08-02,41.96398996928305,41.83674337236546,354651.0223032099,42.319387063950025,41.28321292938862,,2018-08-02,65.4352265014738,65.26352976025417,129972.56825932926,65.86979635940126,65.2579048778957,,2018-08-02,106.13810832221348,106.26120773046537,271837.54383893276,106.5197341662182,105.55656137188726,
37,2018-08-03,41.36435936620945,42.50636929318277,295403.8251916048,42.57925880616277,41.153359032986984,,2018-08-03,65.0269383206595,64.99445986177003,118148.15402695324,65.16269518260403,64.67960595062712,,2018-08-03,105.50746871553804,107.55098056478765,300318.20606443234,108.16080794758288,104.9758081947015,
38,2018-08-06,42.68354135570354,42.80620566452325,219413.4959831817,42.85912508182276,42.41193093460841,,2018-08-06,64.92735943022093,65.70200636641906,119892.4400806841,65.75028456296255,64.77931348692914,,2018-08-06,107.9099173136696,108.02089868598013,214670.28795561963,108.12078846116269,106.9583764881268,
39,2018-08-07,42.70352942370608,43.27594194197285,235000.12174399022,43.388865832971874,42.61170528052352,,2018-08-07,65.81363663596255,65.99100412229042,140609.5626258893,66.20840847092883,65.49720057337899,,2018-08-07,108.23024328427557,108.11087911188733,233150.0454822071,108.49102596849464,107.69933296013198,
40,2018-08-08,43.273176018608794,43.555788967718776,295523.4072915038,43.61875340069394,43.1910505026395,,2018-08-08,65.81363663596255,66.3497573469728,138502.03828393458,66.71632464748501,65.83620380516429,,2018-08-08,108.6706867206253,108.86074650662965,184995.4535136849,109.17147175352824,108.31012377764151,
41,2018-08-09,43.612965549983585,43.81564283529231,227977.5400690994,43.938597304728134,43.39082103817589,,2018-08-09,66.23188151149509,66.45937649851402,111532.58044461162,66.71632464748501,65.9558496598713,,2018-08-09,109.44147609929107,109.47063926459705,178176.7071487416,109.82189910655036,108.90089204802779,
42,2018-08-10,43.86281068151404,43.75567479850864,230955.62578987185,44.0885258028617,43.65052883097917,,2018-08-10,66.59037427546193,65.77176581920797,122541.3966210824,66.5968128510463,65.6068772688835,,2018-08-10,109.82186080276892,109.65060774445705,157350.02156673244,110.23217136908787,109.74197653420484,
43,2018-08-13,43.662933813822846,43.75567479850864,234611.88944705782,43.9286038508446,43.53066574758159,,2018-08-13,65.62443156871818,65.841521288019,127474.38740844802,66.22832378577664,65.48723141417649,,2018-08-13,109.5315641985989,108.98072803588484,209195.27294789816,109.76186224252737,108.52039489918577,
44,2018-08-14,44.052695421371055,43.725692686405736,296714.3139576213,44.368388265681595,43.65052883097917,,2018-08-14,65.85347137700634,66.48927625255061,163064.12075704098,66.61673214736447,65.87608442804354,,2018-08-14,109.35138036280969,108.19086679805746,212517.78678322062,109.65178956889012,108.24003340379342,
45,2018-08-15,43.81284241767479,43.97555378747091,261791.42645423964,44.25844120876233,43.53066574758159,,2018-08-15,66.33146040193365,66.23017426673796,113018.1346303521,66.67648605484864,66.06552635537581,,2018-08-15,108.6706867206253,109.54062658298452,193141.82486684222,109.82189910655036,108.17995812314587,
46,2018-08-16,43.63295361798612,43.83563218088686,457068.9955893128,44.47833532260087,42.96130752809094,,2018-08-16,66.45096064397957,67.13702324912646,186611.85986066918,67.29395238894924,66.27491058718235,,2018-08-16,108.60061565321692,107.64096861874044,344938.60049067246,109.06139907989099,106.9583764881268,
47,2018-08-17,45.741647138076665,45.13490914391021,796916.4091694091,46.0675613888883,45.0289676263769,,2018-08-17,67.3173204791993,68.61190779854194,316827.7259985176,68.71811638143798,67.17226645569272,,2018-08-17,108.41042712006478,107.62096788317511,246016.73340957772,108.93131666304365,107.43900165114069,
48,2018-08-20,45.07206020316127,45.84451375591663,379286.57299336215,46.05756793500477,44.86914510134182,,2018-08-20,68.49238562370931,68.82118615690865,134454.91598335086,68.95713201137464,68.49836791915716,,2018-08-20,107.4694662401463,107.56098093257032,207789.4170245034,107.97068866671256,106.82821083363115,
49,2018-08-21,45.9615120737704,46.19432158495457,315967.0320413609,46.30744622333399,45.72817212151173,,2018-08-21,68.7114727183647,69.92734558499238,178527.86643683066,69.93312577185063,68.72769445543794,,2018-08-21,107.61962070949957,106.85110738091305,206094.79691389744,107.97068866671256,106.6179397120869,
50,2018-08-22,46.22134933313505,45.75456360703005,304972.03129448264,46.40739601352964,45.6682424850023,,2018-08-22,69.91641192811483,68.930801324472,168166.73828250455,69.9630027255927,68.88722491909347,,2018-08-22,107.02901516662301,105.9612653493958,263245.9464282028,107.42032529852631,105.98711870817631,
51,2018-08-23,45.92153593776533,45.964449829483954,216278.1516104873,46.137527004593274,45.6682424850023,,2018-08-23,68.8907171098054,68.80125033156567,100977.82439059451,69.11647841897934,68.64792523754093,,2018-08-23,105.95792448642428,107.0410686005101,207088.7899726643,107.41031660972492,105.91702833432822,
52,2018-08-24,45.85157960592353,45.99443194158687,251925.08415709305,46.227483340905394,45.798092571025215,,2018-08-24,68.58201578160056,68.73149087877677,94936.26768997642,68.907331779844,68.53825252810567,,2018-08-24,107.25925303792116,107.54098019700498,209011.20015923763,108.25087087801003,107.00844431485163,
53,2018-08-27,46.17138106929579,46.29426450034951,255139.05785574848,46.417389467413166,46.01784473256972,,2018-08-27,68.7114727183647,68.80125033156567,84921.24347963063,68.96709365026892,68.56816399178243,,2018-08-27,107.77977987621577,108.3808356457001,198269.40248596692,108.63111707414338,107.69933296013198,
54,2018-08-28,46.47119446466551,46.564114947009244,281917.25767833774,46.8371869744831,46.28753952799832,,2018-08-28,69.05004811180964,68.75142670411975,87107.57272545352,69.14635537272143,68.32886431022989,,2018-08-28,109.38140972924563,109.58062042606959,226205.89952998882,109.71182643291311,108.65056819295921,
55,2018-08-29,46.75101979203269,46.92391554255555,313654.01936934184,47.24698721482942,46.567221326052255,,2018-08-29,68.56209442999321,68.39266949545949,101682.0492089168,68.58864692757537,68.17930699184612,,2018-08-29,110.05209867406707,110.24050739490472,220329.3757520016,110.57239044440833,109.93222510862584,
56,2018-08-30,47.04084105956822,47.45361985678881,331235.86427641043,47.59681529335428,46.84690693448491,,2018-08-30,68.09406209978413,68.57204411581174,94062.41613355617,68.61852388131746,68.06962631027234,,2018-08-30,110.56261317782518,112.00019072237387,239501.7071459243,112.10339155213578,110.41284263236192,
57,2018-08-31,47.2806940632645,47.12380518592325,266004.6478369826,47.516856223765785,46.916827383998395,,2018-08-31,68.37288936274885,68.30298218528337,81295.61296778575,68.65835451101306,68.14939552816936,,2018-08-31,111.78385832737719,111.93020340398643,262288.76792716805,112.68377335233352,111.58436407993395,
58,2018-09-04,47.54552929271332,47.41364307188862,,,,,2018-09-04,68.22849539336465,68.00900047307627,,,,,2018-09-04,111.37344043887661,111.81022568875403,,,,
59,2018-09-05,47.81036452216214,47.70348095785399,313242.85351900413,48.03660352103137,47.45621316447688,,2018-09-05,68.08410142398046,67.71501876086916,98836.03136015273,68.13052301960909,67.7306270645563,,2018-09-05,110.96302255037604,111.69024797352165,260400.87138846854,112.03334599931141,110.36278244491488,
60,2018-09-06,47.530539194794954,47.243737446912746,341023.577247596,47.62680328068505,46.70706222507922,,2018-09-06,67.66585654844792,68.38270158278799,108959.01174897185,68.40937724218212,67.7106887461513,,2018-09-06,111.1231893542658,108.47081607160729,378182.1461227631,111.49299131992655,108.24003340379342,
61,2018-09-07,47.41061078677974,47.25373021342111,270904.23771092674,47.87668156901427,47.016712651766596,,2018-09-07,68.68159069095368,69.14007968283872,165130.52594272423,69.25590951173623,68.61801377386418,,2018-09-07,108.36037308455583,108.72077186985473,270099.2064410199,109.06139907989099,107.64927277268495,
62,2018-09-10,46.980876855560616,47.02385845795048,282241.6036479268,47.46688132866796,46.826929118855524,,2018-09-10,68.87079575819804,69.42907743871008,163036.7188859034,69.4949251416729,68.64792523754093,,2018-09-10,108.34035605265639,108.19086679805746,258836.2526848541,108.7912255573949,107.3689112772926,
63,2018-09-11,47.270698123096146,47.04384780354504,271880.551841609,47.43689334133719,46.72704004070861,,2018-09-11,69.70728550926312,69.31945430319097,124530.69725766976,70.30161881859065,69.32593170111153,,2018-09-11,108.95097099025884,109.36065810312454,238465.14725477973,109.71182643291311,108.50037235206251,
64,2018-09-12,46.880940327882094,47.00386911235593,283253.95621967455,47.147033611793674,46.38742479576652,,2018-09-12,69.50811976621506,68.84111401429587,99644.7789482736,69.5148404565207,68.86727862854995,,2018-09-12,109.01103736030427,111.22032985232916,279581.25596689514,111.66310085758677,109.03105770252343,
65,2018-09-13,46.83097206404284,46.86394750577188,272735.64576143475,46.98711165977658,46.38742479576652,,2018-09-13,69.10979624228989,69.61841200377805,104348.15644312375,69.73394873455032,68.91713638277022,,2018-09-13,111.5436157587161,111.69024797352165,217333.59111655157,111.92327332567416,110.65315903350776,
66,2018-09-14,46.8109839960403,47.21375533480983,294402.9393965597,47.37692499235584,46.74701785633799,,2018-09-14,69.86661651126737,70.58506049423973,175767.53665884936,70.65018858754213,69.37578148319328,,2018-09-14,112.23432173543698,112.89004038193673,299757.9345139468,113.80450983191612,112.26524527129158,
67,2018-09-17,47.240717927259425,47.37366628698843,228303.524149646,47.46688132866796,47.04667747002131,,2018-09-17,70.44419238880415,69.73800305196865,127410.98379492089,70.45100358730107,69.4555507010903,,2018-09-17,113.47558391688843,113.34995813534655,219993.44291269613,113.80450983191612,112.58565950020822,
68,2018-09-18,47.20074179125435,47.08382649473415,236382.6873921376,47.55683766498008,47.016712651766596,,2018-09-18,69.55791518306253,70.17647965813353,114753.83716239607,70.17214936472804,69.44557755581855,,2018-09-18,113.8059222220309,112.12017225162907,238564.08637868476,113.77448376551196,112.00490632302248,
69,2018-09-19,47.04084105956822,47.43363051119426,269790.32225981273,47.62680328068505,47.016712651766596,,2018-09-19,70.11556970899197,70.17647965813353,116520.39132381747,70.61034999490577,69.69484241050432,,2018-09-19,112.30439280284537,113.1899827630063,255066.21188210073,113.77448376551196,111.8647255753263,
70,2018-09-20,47.3906227187772,47.25373021342111,208398.8379048132,47.59681529335428,47.06665528565069,,2018-09-20,69.85665583546368,69.73800305196865,136118.66407931104,70.28169554080209,69.43560441054679,,2018-09-20,113.16527028081896,111.68024760573898,249975.44882070812,113.39423756937862,111.18384438396868,
71,2018-09-21,47.380630590943014,47.70348095785399,278606.6354331886,47.78672523270215,47.10661091690946,,2018-09-21,70.05582157851174,70.5352368667938,105216.87423609699,70.54063444852733,69.8444077010266,,2018-09-21,112.39448090215319,113.54991972272626,272824.6341681248,113.87455538474049,112.07499669687056,
72,2018-09-24,47.900308922006474,48.53302164342773,977372.3503608358,48.616319167278306,47.76586359116425,,2018-09-24,70.61348406661207,70.85413039272386,291851.0022044567,71.28757421796092,70.70188294665772,,2018-09-24,114.11623585810037,114.2398001668638,819465.5946532829,115.36552937165506,113.65704529433059,
73,2018-09-25,48.18013424937366,48.41308556986041,357424.34415429225,48.59632844667116,48.135443654361055,,2018-09-25,70.62343678024484,70.5352368667938,110324.60917544246,71.00871203244712,70.42269865615668,,2018-09-25,113.14524561174596,114.64972370940589,314471.10260256834,114.97527448672032,112.36537328546343,
74,2018-09-26,48.53991184875098,48.44307149454116,258998.447271667,48.856204001723995,48.375173631534935,,2018-09-26,70.55373593613184,70.40568587388748,110694.71428101583,71.08838921771986,70.31302594672141,,2018-09-26,114.91705460320208,114.42976138646084,260785.1233347974,115.17540245639205,113.89735405619862,
75,2018-09-27,48.709808520605456,48.38310345775749,328934.31838109397,49.03611667434824,48.21535491687859,,2018-09-27,70.63339745604853,70.08679234795741,118713.58738698986,70.85932726373672,69.97402670100537,,2018-09-27,114.5867162980596,113.95985089331396,222636.03788490378,115.13537533557917,113.8873389629981,
76,2018-09-28,48.30006265738887,48.30314988795711,260625.09145248495,48.736259678081105,48.155421469990436,,2018-09-28,70.03590818907529,70.47544532667638,103254.99182021231,70.88920421747879,69.87431916470335,,2018-09-28,114.89702993412908,114.38977517142138,219636.80188466638,114.98528317552172,114.34793393961093,
77,2018-10-01,48.240098453381265,48.62297179231431,253486.20389961018,48.776241119295406,48.005593568338135,,2018-10-01,70.42427899936771,70.69468362975883,116664.31654555014,70.90912749526736,70.44264494670018,,2018-10-01,114.30643202842607,114.34978132833632,249048.18214783072,114.64505646580857,113.82726368235053,
78,2018-10-02,48.96964577997011,48.84284696869874,223921.5773382784,49.11607574393675,48.61489979833011,,2018-10-02,70.77281506861634,71.28263908621726,130709.34506180124,71.59630539427603,70.40276033775167,,2018-10-02,114.86700056769314,115.58955995179086,217241.5547222213,115.75578425658979,114.87862692934965,
79,2018-10-03,48.719800648439644,48.98276857528278,256718.19681879834,49.11607574393675,48.61489979833011,,2018-10-03,71.66904498799072,71.50187738929971,178121.79228799796,71.87515961684906,70.88135172871824,,2018-10-03,115.41756440959725,115.12964219838103,239147.3670277528,115.91588510544864,114.58825034075677,
80,2018-10-04,49.22948303933475,49.11269741535847,274178.8215150104,49.44591691469456,49.01444849016034,,2018-10-04,71.78854921112209,71.12319232325223,164105.89869678693,72.12413688568,71.14058972867578,,2018-10-04,115.53768187534102,115.14963530590077,191527.73660127525,116.25611181516177,115.07888295769338,
81,2018-10-05,48.59987605275859,48.35312134565458,362201.0757064223,48.74625694480473,47.98561575270875,,2018-10-05,70.82260252329289,70.97371347295869,177181.12005894096,71.06847390287206,70.2532030193679,,2018-10-05,114.72685843287637,112.77005885268154,400607.96405626053,114.83518338107159,111.77460501507716,
82,2018-10-08,48.370018989230665,48.10326024458941,312933.25054803275,48.82621601439323,47.5561022426238,,2018-10-08,70.93214607062059,70.78437093993496,127368.14793431206,71.39712039403497,70.37284887407492,,2018-10-08,112.74483623919511,112.1101718838464,334424.59289336915,113.24413777492848,110.78332468800342,
83,2018-10-09,47.89031298183812,47.493598547977925,389729.530347556,48.47638793586836,47.09662391428413,,2018-10-09,70.63339745604853,71.21287963342836,151721.18486782128,71.40708203292925,70.68193665611422,,2018-10-09,111.77385363001424,110.8303994173068,341001.7437231955,112.10339155213578,109.48163758593573,
84,2018-10-10,47.50055518662407,47.46361643587501,278616.46409893373,48.0066155337006,47.22647400030704,,2018-10-10,71.16117791673784,72.0898408137139,134869.55730430532,72.36316047855742,70.76170587401123,,2018-10-10,111.25331915454608,112.24015378088426,301403.08506260026,113.15408247889401,110.94353562210064,
85,2018-10-11,47.41061078677974,45.60464923393765,541490.6818960945,47.486868236435015,45.48844595471657,,2018-10-11,72.1769120592436,70.20637542819225,216782.00666485832,72.59222243254057,70.18340694674265,,2018-10-11,111.3534195883904,106.14123382925578,706106.6686665575,111.5730455615523,105.92704342752874,
86,2018-10-12,45.431837802538595,44.0954860484604,597849.8893895907,45.57779826611339,43.87027718214495,,2018-10-12,70.07574293011908,68.13356750964684,220587.5477912603,70.24186491110649,67.62094638298254,,2018-10-12,105.45741468002909,105.89127803100834,735190.1692749202,109.00136221586801,104.33497973686819,
87,2018-10-15,44.902167343640954,45.68460280373803,580284.4255920973,45.82767655444261,44.40966677300216,,2018-10-15,68.41272410379263,69.56858837633212,174105.50526722654,69.77377936424593,68.21919160079462,,2018-10-15,109.1211501286851,109.55062695076718,549251.3427193502,111.31287309346492,107.2587681699202,
88,2018-10-16,45.49180200654621,44.64517970828822,428538.0170421765,45.69774258975628,44.619428121542605,,2018-10-16,68.90066982343816,69.21979908034335,112759.4027623617,69.9231720958971,68.72769445543794,,2018-10-16,109.02104969484077,107.58097404009004,368929.0371277844,109.55172558405427,107.08854214262244,
89,2018-10-17,45.261944943018285,45.79454229821916,371349.9254041749,45.91763289075473,44.79922465182834,,2018-10-17,69.55791518306253,70.97371347295869,175267.20726711213,71.0186736713414,69.54528509212055,,2018-10-17,109.65168930151621,110.98037442186438,363661.104007306,111.48299026551783,109.091132983171,
90,2018-10-18,45.86157173375772,45.91447455920865,291639.4462112225,46.20749262029825,45.16880852540386,,2018-10-18,70.79272845805278,71.57163684208861,160111.87978370607,71.64609766286591,70.59220226508396,,2018-10-18,111.79387066191369,110.69042478053187,305425.0754948327,111.88324620486128,109.6919163467578,
91,2018-10-19,46.27131759697431,45.43474170267285,311971.6794159682,46.46736817535108,45.09888807589038,,2018-10-19,71.84829734160232,71.96028982080759,209484.49272145008,72.1042215708322,71.21038580130104,,2018-10-19,110.21225784078328,108.48081643938995,373969.18017229537,110.60240887641983,107.9696870016016,
92,2018-10-22,45.37187741086515,45.314809441683366,349839.89042097185,46.17750844580757,45.078910260261,,2018-10-22,71.9976676678029,72.0998087263854,248677.58847419737,72.36316047855742,71.72885382907761,,2018-10-22,109.04106672674021,108.64079181173021,377182.4007893506,110.93262689733157,108.35017651116581,
93,2018-10-23,45.741647138076665,45.7345742614355,314441.95073990925,46.25746751539607,45.35859205831493,,2018-10-23,72.66486574106004,72.31904702946785,204143.7110809144,73.18976947032299,71.63911943804735,,2018-10-23,109.43146376475457,109.61061390137198,305395.1636666754,110.61241756522121,108.3802141514896,
